20031119	20031120	 Abbeville, LA	 formation	10 minutes
20021225	20030125	 Union, NJ	 unknown	1 MINUTE
20080323	20080324	 Union, NJ		
20080831	20080903	 Union, NJ	 light	5 seconds
19880812	20041129	 Union, SC	 disk	10 minutes
19880815	20071225	 Union, SC	 disk	5 minutes
19920801	20080623	 Union, WV	 fireball	15 seconds
20010310	20010313	 Union/Pullman/Whitman county, WA	 cylinder	over20 seconds
20000809	20000808	 Uniondale, NY	 fireball	10-12 sec
20080529	20080530	 Uniondale, NY	 flash	1 minute
20081110	20081115	 Uniontown, OH	 changing	3 minutes
20070720	20070809	 Uniontown, PA	 light	30
20090628	20090628	 Uniontown, PA	 triangle	20 minutes
20081129	20081130	 Uniontown/Hartville, OH	 diamond	five minutes
20021215	20100103	 United Kingdom (location unspecified),	 triangle	5 hours
20050918	20051007	" United Kingdom (Southern coast; inflight sighting),"	 disk	
20020205	20020519	 United Kingdom,	 light	1 hour
20040808	20040809	 United States,		years
20030104	20080519	 Unity, NH	 circle	15 minutes
20090225	20090226	 Unity, NH	 rectangle	1.5 hours
20020227	20020227	 Unityville, PA	 unknown	Home
20030607	20030610	 Universal City, CA	 triangle	30 sec.
20070910	20070910	 University City, MO	 triangle	2 minutes
0	19990508	 University Heights, OH	 cigar	26 seconds
20020524	20020524	 University Park, IL	 diamond	15min
20020215	20071029	 University Park, PA	 cone	~1-2 mins
19960703	19990218	 University Place, WA	 fireball	30 seconds
20030902	20030902	 University Place, WA	 triangle	20 seconds
20070618	20070624	 University Place, WA	 cone	20 minutes
20081118	20081118	 University Place, WA	 triangle	45 sec
20001224	20020221	 Unknown (Australia),		seconds
19960501	20080122	 Unknown (OH/IN border), OH	 triangle	30 minutes
19960612	20040605	 unknown (Out skirts of Lake Don Pedro, near modesto), CA	 oval	Seconds
19970615	20100127	 Unknown Lake, IL	 triangle	8 minutes
20040527	20040527	 Unknown,	 unknown	1 minute
20050721	20050809	 Unknown,	 cylinder	10-20 secs
19690815	20001213	 Unknown, AZ	 circle	1-3 minutes
20080526	20080529	 unknown, AZ	 cylinder	
19820623	20040412	 unknown, CA	 sphere	15 mins
20050729	20060729	 unknown, CA	 disk	35 frames
20090509	20090511	 unknown, CA	 formation	20 sec
20000311	20000313	 unknown, FL	 unknown	10-15 secs
20010517	20010522	 unknown, FL	 light	2 to 3 minutes
19960824	20020301	 Unknown, FL	 egg	10 minutes
20031201	20031201	 unknown, IL	 light	a few seconds
20020217	20020217	 unknown, KS	 other	
20020814	20030117	 unknown, KS	 circle	5 minutes
19430815	20080121	 unknown, LA	 light	10-15 minutes
19981213	19990619	 unknown, mass, MA	 fireball	about 15 minutes
19931004	20051004	 unknown, MI	 circle	1minute 30 seconds
19530704	20030718	 unknown, MT	 disk	10 minutes
19700801	20011120	 unknown, NH	 unknown	aprox.30 min
20080620	20080916	 Unknown, NM	 cylinder	5 seconds
19600701	20080801	 Unknown, NV	 disk	30 minutes
19980607	19990517	 unknown, TX	 circle	9 minutes
19920401	20010225	 unknown, TX	 formation	10 sec
20060103	20060131	 unknown, VT	 sphere	21 miites
19951030	20030920	 unknown, WA	 triangle	5 minutes
20060628	20060919	 unkown, TN	 oval	3 minutes
20060828	20060828	 Unspecified location,		
20080415	20080622	 unsure exact name (was driving to NY from FL), GA	 fireball	split second
20061010	20061111	 Unsure, AR	 fireball	a few seconds
20000615	20011104	 unsure, NY	 sphere	few seconds
19950823	19950828	 Upland, CA		
19961212	19990516	 Upland, CA	 fireball	5 seconds
20020828	20020903	 Upland, CA	 rectangle	4 min
20020904	20020905	 Upland, CA	 diamond	
19600730	20050224	 Upland, CA	 circle	.30
20070318	20070320	 Upland, CA	 fireball	10 seconds
20080513	20080515	 Upland, CA	 disk	5min
20100622	20100622	 Upland, CA	 other	
20041213	20041214	 Upper Black Eddy, PA	 circle	10 seconds
20100710	20100713	 Upper Chichester, PA	 light	4 days
20020110	20020113	 Upper Darby, PA	 circle	00:10
19690710	20080313	 Upper Dublin, PA	 sphere	5 Minutes
19730301	20040820	 Upper Hutt (New Zealand),	 circle	2.5 Hours
19951213	19951214	 Upper Makefield, PA		30 sec.
19890601	20060815	 Upper Marlboro, MD	 disk	5 minutes
20050826	20050826	 Upper Montclair, NJ	 oval	1 hour
20030725	20030725	 Upper Providence Township, PA	 light	7 Minutes
20080311	20080313	 Upper Saddle River (Woodcliff Lake), NJ	 fireball	4 SECONDS
19990927	19991005	 Upper Sandusky (on Rt.30, west of), OH	 fireball	20min
20030408	20030409	 Uppsala (Sweden),		
20050910	20050911	 Upshire Essex (UK/England),	 circle	10 min
20051114	20051114	 Upstate NY, NY	 disk	15 minutes
20061201	20061202	 Upton, MA	 light	10
20080410	20080410	 Urb La Marina (Spain),	 triangle	20 Sec
20021101	20021102	 Urbach (Germany),	 oval	
19991127	19991127	 Urbana, IL	 changing	1 1/2 HRS
20020202	20020202	 Urbana, IL	 light	25 minutes
20020202	20020204	 Urbana, IL	 circle	5-7 minutes
20020202	20020713	 Urbana, IL	 light	5-7 minutes
20050115	20050915	 Urbana, IL	 unknown	winter only
19980630	20080517	 Urbana, IL	 cylinder	seconds
19991116	19991116	 Urbana, OH	 formation	20-30 sec
19980328	20021109	 Urbana, OH	 disk	2minutes
20031007	20031017	 Urbandale, IA	 formation	2 min
20031007	20031227	 Urbandale, IA	 formation	5-6 minutes
20041031	20041031	 Urbandale, IA	 triangle	:15?
20000704	20050605	 Urbandale, IA	 light	1 hour
20051107	20051107	 Urbandale, IA	 fireball	2 minutes
20060214	20060216	 Urbandale, IA	 teardrop	1 min
20060725	20060825	 Urbandale, IA	 light	6 seconds
20080717	20080720	 Urbandale, IA	 unknown	30 seconds
20080815	20080816	 Urbandale, IA	 light	2 hours plus
20090723	20100323	 Urmston (Manchester),	 sphere	3 minutes
19970528	19970720	 Urubamba (outside Cusco, Peruvian Andes) (Peru),	 light	few seconds
19990522	19990528	" US Hwy 200 between MP 39 &amp; 40, ID"	 light	60 sec
20010601	20010613	 Usak (Turkey),		5 minutes or more
19520715	20000303	 Ushuaia (Argentina),	 sphere	
20050815	20070116	 USS Enterprise (at sea),		1 hour
19901224	20100607	" USS John F. Kennedy (Atlantic Ocean; near Virginia),"	 oval	45 seconds
19631123	19971121	 USS Kearsarge (at sea, out of Japan),	 chevron	5 minutes
19680615	20030202	 USS Kity Hawk Air Craft Carrier,	 light	10 min
19620630	20070105	 USS Providence/U.S. Navy vessel (CLG 6),		
20051115	20060406	 Utah (just off I-70), UT	 fireball	3min
20010718	20010718	 Utah (South West), UT	 unknown	41/2 to 5 minutes
20040710	20040725	 Utah (southern), UT	 fireball	3 sec
20010315	20020623	 Utah, UT	 oval	8 seconds
20020817	20030701	 Utah, UT	 disk	7 mins
19680615	20050224	 Utapao RTAFB (Thailand),	 formation	20 minutes
20040511	20040515	 Utica (~20 miles north of), NY	 triangle	30-40 seconds
20040806	20040806	 Utica, KY	 unknown	5 minutes
19650615	20070327	 Utica, MI	 disk	10 seconds
19981218	19981219	 Utica, NY	 light	45 sec.
19990802	19990811	 Utica, NY	 oval	
19971005	20010327	 Utica, NY	 light	2 minutes
19951021	20010801	 Utica, NY	 disk	35 minutes
19661015	20030404	 Utica, NY	 triangle	3minutes
20030311	20030312	 Utica, NY	 sphere	7 minutes
20031009	20031010	 Utica, NY	 circle	1 min. +
20000315	20040209	 Utica, NY	 disk	2MIN
20040821	20040821	 Utica, NY	 triangle	45 seconds
20041012	20041012	 Utica, NY	 light	45 sec
20050408	20050408	 Utica, NY	 circle	"&gt;5 seconds"
20061003	20061004	 Utica, NY	 cigar	10 MIN
20071016	20071016	 Utica, NY	 triangle	10 seconds
20091004	20091005	 Utica, NY	 light	10 minutes
20100625	20100628	 Utica, NY	 light	about one minute
20070107	20070801	 Utopia, TX	 other	5 seconds
20020930	20021002	 Utrecht (Netherlands),	 light	30 min.
20040515	20040528	 Utrecht (Netherlands),	 formation	00:01:00
20100313	20100314	 Utrecht (Netherlands),	 disk	1 hour
19990407	19990607	" Utrecht/Amsterdam (between; Utrecht, Noord) (Netherlands),"	 unknown	15 minutes
20020729	20020801	 Uttar Pradesh (India),	 rectangle	India
20020812	20020812	 Uttar Pradesh (India),	 circle	
20080812	20080815	 Utuado (Puerto Rico),	 cigar	10 seconds
19870330	20091020	 Utuado (Puerto Rico),	 changing	3 minute
19900730	20091020	 Utuado (Puerto Rico),	 light	30sec.
19920601	20010208	 Utuado (Puerto Rico), PR	 unknown	a few seconds
20040125	20040125	 Uvalde (north of), TX	 unknown	
19871120	20011110	 Uvalde, TX	 circle	ABOUT 3 SECONDS
19841015	20011110	 Uvalde, TX	 circle	5-15 minutes
19750113	19990317	 Uxbridge, MA	 light	5 - 10 mins.
0	20000908	 Uxbridge, MA	 triangle	15 minutes
20100110	20100109	 Uxbridge, MA	 sphere	5 minutes
19771220	20030704	 Uxmal (Mexico),	 disk	20 min.
19950601	20020303	" V&auml;sby (Sweden),"	 circle	3 min
20030517	20030519	" V&auml;stervik (Sweden),"	 chevron	2 min
19920501	20070806	" Va&apos;vau (Tonga),"	 sphere	30 minutes
20071002	20071007	 VA/Atlantic Coast (aboard USN ship), VA	 light	1:30 minutes
19990627	19990630	 Vacaville (Near), CA	 diamond	app 30 minutes
19951001	19951001	 Vacaville, CA		
19990901	19990928	 Vacaville, CA	 triangle	3-5 min
19990910	19990911	 Vacaville, CA	 fireball	approx 5 seconds
20000513	20000517	 Vacaville, CA	 light	15 seconds
20031021	20031022	 Vacaville, CA	 rectangle	2 minutes
20031213	20031214	 Vacaville, CA	 fireball	30 seconds
20050528	20050602	 Vacaville, CA	 disk	5 minutes
20050930	20051002	 Vacaville, CA	 disk	10 minutes
20070526	20070526	 Vacaville, CA	 disk	1 min
20070819	20070819	 Vacaville, CA	 changing	2 minutes
20080410	20090608	 Vacaville, CA	 disk	5 ceconds
20100726	20100727	 Vacaville, CA		5 seconds
20100811	20100811	 Vacaville, CA	 light	60-70 seconds
19950215	20060719	 Vaiden, MS	 cigar	5 minutes
20000823	20000824	 Vail, AZ	 flash	5 sec
20001113	20001113	 Vail, AZ	 teardrop	15 minutes
20010817	20010824	 Vail, CO	 unknown	5 seconds
20030621	20030624	 Vail, CO	 sphere	5-6 minutes
20040108	20040208	 Vail, CO	 light	4 seconds
20040318	20040318	 Vail, CO	 oval	about a minute
20050826	20051105	 Vail, CO	 sphere	15-20 seconds
20051103	20051105	 Vail, CO	 disk	5-6 seconds
20010801	20080530	 Vail, CO	 triangle	
19741115	19980318	 Val Caron (Canada), ON	 cylinder	10 mins
20040511	20040523	 Val Caron (Canada), ON	 light	approx:.5 minutes
20080725	20080725	 Val Verde/Castaic, CA	 light	7 minutes
20010515	20020326	 Valatie, NY	 diamond	
19991110	20030711	 Valatie, NY	 triangle	5 minutes
19950910	20001005	 Valcatier (Military Base) (Canada), PQ	 light	15mins
20091121	20091121	 Valdese, NC	 triangle	2 minutes
20080806	20080807	 Val-des-Monts (Canada), QC	 light	30-60 seconds
19690705	20031018	 Valdez, AK	 disk	17 minutes
19980420	20010513	 Valdosta (south of), GA	 circle	30 seconds
19981124	19981125	 Valdosta, GA	 circle	10 seconds
19781223	19990701	 Valdosta, GA	 chevron	1.5 minutes
20010921	20010923	 Valdosta, GA	 triangle	A few seconds
20050403	20050403	 Valdosta, GA	 unknown	5 minutes
19780729	20071125	 Valdosta, GA	 other	5 SECONDS
20080109	20080109	 Valdosta, GA	 diamond	10 seconds
19670401	20081021	 Valdosta, GA	 disk	2-3 minutes
20090526	20090612	 Valdosta, GA	 unknown	45 seconds
20090820	20090820	 Valdosta, GA	 light	3o sec
20091229	20091229	 Valdosta, GA	 unknown	2 secs
20031026	20031026	 Vale (Guernsey) (UK/England),	 light	2 seconds
20090819	20090825	 Vale, OR	 triangle	30 minutes
20090819	20090923	 Vale, OR	 triangle	30 minutes
20100622	20100622	 Valencia (Spain),	 cigar	30 seconds
19931218	20000829	 Valencia, CA	 oval	5 min
20010206	20010207	 Valencia, CA	 triangle	5 minutes
20010326	20010330	 Valencia, CA	 light	1 MINUTE
19800715	20020304	 Valencia, CA	 disk	40 sec.
20020723	20020725	 Valencia, CA	 unknown	1:30 (min/sec)
19740715	20030922	 Valencia, CA	 disk	1-2 minutes
20031216	20031217	 Valencia, CA	 circle	40 seconds
20031126	20031126	 Valencia, CA	 triangle	15 seconds
20040305	20040305	 Valencia, CA	 light	30 seconds
20040314	20040314	 Valencia, CA	 disk	one hour plus
20041119	20041120	 Valencia, CA	 unknown	1 min
20051106	20051107	 Valencia, CA	 formation	1 minute
19750901	20061116	 Valencia, CA	 oval	15 minutes
20061031	20061031	 Valencia, CA	 triangle	10sec
19980601	20080218	 Valencia, CA	 triangle	3 minutes
20080413	20080414	 Valencia, CA	 light	
20080502	20080504	 Valencia, CA	 triangle	5-8 seconds
20100327	20100403	 Valencia, CA	 cylinder	2 hours?
20000121	20000122	 Valencia, Carabobo (Venezuela),	 triangle	15 seconds
20061208	20061208	 Valencia, NM	 rectangle	3-5 seconds
20061216	20061216	 Valencia, PA	 unknown	2 minutes
20010326	20010326	 Valentine, NE	 cigar	5 minutes
19880601	20070430	 Valentine, TX	 other	
20040807	20080204	 Valentine, TX	 circle	10-15 minutes
20040105	20040105	 Valhalla, NY	 circle	2 seconds
20040105	20040105	 Valhalla, NY	 circle	2 seconds
19990405	19990405	 Valhermoso Springs, AL	 other	
19840121	20001019	 Valier, MT	 light	3 minutes
20031119	20031119	 Valkeala (Finland),	 other	1 minute
19981205	19981206	 Valle de Bravo (Mexico),	 light	2 MINUTES
19990819	19990820	 Vallejo, CA	 changing	15 min
19990901	19990902	 Vallejo, CA		1hr 20min
20000723	20000723	 Vallejo, CA	 cigar	30 MIN
20001007	20001008	 Vallejo, CA	 teardrop	30 sec
19530807	20010325	 Vallejo, CA	 light	60 min
20010915	20010915	 Vallejo, CA	 disk	all morning
20031113	20031114	 Vallejo, CA	 formation	half hour approx
20040320	20040407	 Vallejo, CA	 chevron	15 mins
19981025	20050224	 Vallejo, CA	 triangle	45 seconds
20051031	20060424	 Vallejo, CA	 unknown	5-15 mins
19851216	20060805	 Vallejo, CA	 triangle	30
20070613	20070614	 Vallejo, CA	 changing	50-60 minutes
20080308	20080312	 Vallejo, CA	 other	less than 5 sec
20080618	20080619	 Vallejo, CA	 triangle	2HRS.
20081014	20081015	 Vallejo, CA	 sphere	10-12 seconds
20090914	20090914	 Vallejo, CA	 diamond	5 seconds
20081223	20090105	 Vallejo/Napa, CA	 light	10-15 minutes
19760801	20020116	 Valleraugues (France),	 disk	5,6 sec.
20090606	20090607	 Valley  Cottage, NY	 circle	5 min
20090630	20090630	 Valley Center, CA	 oval	45 seconds
20040714	20040717	 Valley Center, KS	 oval	2 minutes
20040515	20091121	 Valley Center, KS	 triangle	3 minutes
19340915	20080526	 Valley City (6.5 miles east of), ND	 disk	5 seconds
19830520	20040502	 Valley City, ND	 other	15 minutes
20000803	20000803	 Valley City, OH	 flash	2 seconds
19731001	20011208	 Valley City, OH	 disk	5 minutes
20040514	20040514	 Valley City, OH		one hour
20040514	20040728	 Valley City, OH		one hour
20060731	20060731	 Valley City, OH	 light	2 seconds
19790620	20031025	 Valley Cottage, NY	 disk	20 min
19740715	20010228	 Valley Falls, KS	 egg	3 minutes
19661215	19990727	 Valley Forge, PA	 sphere	6 mins
20030221	20030222	 Valley Junction, OR	 other	12 minutes
19900315	20030701	 Valley Mills (near), TX	 oval	2-3 minutes
20020306	20020313	 Valley Mills, TX	 fireball	5 seconds
20001010	20001012	 Valley Park area of St. Louis, MO	 oval	15 seconds
20030910	20030910	 Valley Springs, CA	 circle	2 minutes
19960615	20050423	 Valley Springs, CA	 triangle	15 Seconds
19980615	20050323	 Valley Springs, CA	 other	Unknown
19970513	20050718	 Valley Springs, CA	 teardrop	02. Mai
20050711	20050716	 Valley Springs, CA	 light	30 min
20050928	20050929	 Valley Springs, CA	 light	5 to 6 minutes
20060618	20060618	 Valley Springs, CA	 flash	2 seconds
20060701	20061113	 Valley Springs, CA	 disk	1 min
20090228	20090301	 Valley Springs, CA	 changing	5 minutes
19640415	20040722	 Valley Station, KY	 other	7 minutes
19770604	20100725	 Valley Station, KY	 circle	5 min.
20001123	20001124	 Valley Stream, NY	 triangle	4 minutes
20000723	20001204	 Valley Stream, NY	 egg	
20100105	20100113	 Valley View Hot Springs near crestoneCO., CO	 light	about 5 min
20071204	20071205	 Valley View/Sanger (between), TX	 diamond	one minute
20040624	20040624	 Valley Village, CA	 circle	30 seconds
20080630	20080630	 Valley Village, CA	 sphere	10sec.
20070604	20070604	 Valley, AL	 sphere	20 Seconds
20080124	20080124	 Valley, AL	 fireball	00:08
19990421	19990421	 Valley, WA	 fireball	3 sec.
20030915	20030926	 Valliant, OK	 other	5-6 Min
20010425	20010915	 Valmy, NV	 cylinder	12 minutes
19860901	20010611	 Valparaiso (Chile),	 sphere	hours
19621101	20031001	 Valparaiso, FL	 cigar	"&lt;5 min."
19990815	19991220	 Valparaiso, IN	 disk	10 seconds
19680512	20040217	 Valparaiso, IN	 unknown	3 1/2 hours
19680512	20040217	 Valparaiso, IN	 unknown	3 1/2 hours
20040208	20040425	 Valparaiso, IN	 disk	30 min
20081014	20081014	 Valparaiso, IN	 formation	5 seconds
20070317	20070318	 Valrico, FL	 light	7 minutes approx
20080326	20080328	 Valrico, FL	 light	2 seconds
20081031	20081117	 Valrico, FL	 light	About 2 Minutes
20090319	20090319	 Valrico, FL	 triangle	3min
20090805	20091012	 Valrico, FL	 cigar	About 45seconds
20090920	20090920	 Valrico, FL	 flash	5 seconds
19960512	20010205	 Van Alstyne, TX	 disk	3 hour period
20041211	20041215	 Van Alstyne, TX	 triangle	15-20 seconds
20041211	20041213	 Van Alstyne, TX	 triangle	15 seconds
20071005	20071011	 Van Alstyne, TX	 rectangle	3 to 4 seconds
20071010	20071011	 Van Alstyne, TX	 other	4 seconds
20051106	20051107	 Van Buren (east of), MO	 light	2 minutes
19990501	19990502	 Van Buren, AR	 fireball	5 sec. max.
20030608	20030608	 Van Buren, AR	 light	3-5 minutes
20041020	20041020	 Van Buren, AR	 disk	2 minutes
20050910	20050910	 Van Buren, AR		
20080516	20080516	 Van Buren, AR	 changing	5 Minutes
20031216	20031216	 Van Buren, MO	 other	5 to 7 min
20090608	20090608	 Van Buren/Alma, AR	 flash	
19990723	19990724	 Van Horn, TX	 disk	5 min
19880715	19991012	 Van Nuys (Colbath Ave.), CA	 sphere	10min
19830822	20040117	 Van Nuys (Los Angeles), CA	 triangle	0:02 (Min.)
19981105	19981106	 Van Nuys, CA	 sphere	1 second
19990203	19990203	 Van Nuys, CA	 circle	15 minutes or more
19741115	19990409	 Van Nuys, CA	 teardrop	4 minutes
19821015	19990601	 Van Nuys, CA	 disk	20 min
19950801	19990501	 Van Nuys, CA	 changing	5 mins.
19780801	19990916	 Van Nuys, CA	 sphere	20-30 SEC0NDS
19991019	19991110	 Van Nuys, CA	 triangle	3-5 secs
20000118	20000118	 Van Nuys, CA	 light	1 minute
20011124	20011126	 Van Nuys, CA	 circle	3 minuts
20020719	20020719	 Van Nuys, CA	 disk	5 mins for me
19860206	20021105	 Van Nuys, CA	 cone	7,00 min.
20030126	20030128	 Van Nuys, CA	 disk	8 sec.
20030125	20030127	 Van Nuys, CA	 egg	5 min
20030901	20030901	 Van Nuys, CA	 circle	
20031019	20031019	 Van Nuys, CA	 light	pm2040
20030901	20040707	 Van Nuys, CA	 sphere	10 seconds
20041112	20041114	 Van Nuys, CA	 light	5 minutes
19960615	20050221	 Van Nuys, CA	 other	2 minutes
20050416	20050418	 Van Nuys, CA	 circle	10 minutes
20050401	20050405	 Van Nuys, CA	 circle	3 minutes
20051218	20051218	 Van Nuys, CA	 flash	10 minutes
20060716	20060718	 Van Nuys, CA	 triangle	4 hours
20061119	20061119	 Van Nuys, CA	 circle	a few seconds
20071017	20071017	 Van Nuys, CA	 circle	20 seconds
20071224	20080110	 Van Nuys, CA	 formation	13 min
20080614	20080616	 Van Nuys, CA	 formation	2-3 seconds
20080725	20080727	 Van Nuys, CA	 diamond	15 minutes
20090116	20090116	 Van Nuys, CA	 diamond	25 seconds
20090618	20090619	 Van Nuys, CA	 circle	6 Minutes
20090606	20090607	 Van Nuys, CA	 circle	10 min
20090816	20090817	 Van Nuys, CA	 cylinder	20 min
20070812	20080224	 Van Wert, OH	 sphere	30 seconds?
20031020	20031021	 Vanceboro, NC	 fireball	10 to 15 seconds
20040323	20040325	 Vanceboro, NC	 sphere	5 minutes
20011019	20011019	 Vanceburg, KY	 fireball	5 minutes
20020307	20020312	 Vanceburg, KY	 light	matter of seconds
20030109	20030110	 Vancleave, MS	 disk	
20060923	20060924	 Vancleave, MS	 light	1 hour
20061105	20061107	 Vancleave, MS	 light	1-2 hours
20071013	20071013	 VanCleave, MS	 unknown	3 Hours
19980924	19980924	 Vancouver (Canada), BC	 circle	5 seconds
19981110	19981111	 Vancouver (Canada), BC	 disk	2 seconds
19980929	19980929	 Vancouver (Canada), BC	 fireball	1 to 2 seconds
19990122	19990123	 Vancouver (Canada), BC	 circle	2 seconds
19990709	19990715	 Vancouver (Canada), BC	 cross	20 s
19990824	19990824	 Vancouver (Canada), BC	 unknown	35 min
19530611	19990822	 Vancouver (Canada), BC	 disk	30 seconds
20000102	20000102	 Vancouver (Canada), BC	 light	2-3 secs
19980415	20000307	 Vancouver (Canada), BC	 disk	5 minutes
20000616	20000621	 Vancouver (Canada), BC	 light	10+ minute
20000715	20000716	 Vancouver (Canada), BC	 changing	8 Min
20000515	20001114	 Vancouver (Canada), BC	 chevron	1.5 minutes
20001018	20001027	 Vancouver (Canada), BC	 unknown	less than 1 mn
20001130	20001207	 Vancouver (Canada), BC	 fireball	10 seconds
20010204	20010205	 Vancouver (Canada), BC	 changing	10 sec
20010406	20010407	 Vancouver (Canada), BC	 circle	1 hour
20010403	20010412	 Vancouver (Canada), BC	 light	1.5 hours
20010707	20010709	 Vancouver (Canada), BC	 circle	7 seconds
20010711	20010712	 Vancouver (Canada), BC	 fireball	20 minutes
20010830	20011022	 Vancouver (Canada), BC	 cylinder	4 mins
20011101	20011103	 Vancouver (Canada), BC	 other	half hour at least
20011225	20011227	 Vancouver (Canada), BC	 triangle	45 sec.
20000615	20020216	 Vancouver (Canada), BC	 triangle	3 seconds
20000120	20020114	 Vancouver (Canada), BC	 chevron	00:00.30
20010909	20020105	 Vancouver (Canada), BC	 triangle	unknown
20020516	20020516	 Vancouver (Canada), BC	 light	2 min
20020713	20020713	 Vancouver (Canada), BC	 fireball	02:10
20010502	20020715	 Vancouver (Canada), BC	 light	30 seconds
20020122	20020629	 Vancouver (Canada), BC	 sphere	still image
20020720	20020728	 Vancouver (Canada), BC	 triangle	25-30 minutes
20020824	20020827	 Vancouver (Canada), BC	 disk	over 1 hr
20030212	20030213	 Vancouver (Canada), BC	 triangle	3 minutes
20030110	20030111	 Vancouver (Canada), BC	 circle	not given
19700615	20030312	 Vancouver (Canada), BC	 disk	5min
20030214	20030315	 Vancouver (Canada), BC	 egg	
20030616	20030619	 Vancouver (Canada), BC	 light	12 seconds
20030716	20030719	 Vancouver (Canada), BC	 diamond	1 hour
19940215	20030630	 Vancouver (Canada), BC	 triangle	2 minutes
20030609	20030609	 Vancouver (Canada), BC	 other	1 frame on webcam
19980810	20030730	 Vancouver (Canada), BC	 disk	.30
20030826	20030826	 Vancouver (Canada), BC	 unknown	half an hour
20030826	20030826	 Vancouver (Canada), BC	 unknown	35 minutes
20030817	20030822	 Vancouver (Canada), BC	 unknown	approx: 2 min.
20030804	20030804	 Vancouver (Canada), BC	 disk	3-5 seconds
20030925	20030927	 Vancouver (Canada), BC	 light	2 seconds
20030912	20031005	 Vancouver (Canada), BC	 other	5 seconds
20031107	20031108	 Vancouver (Canada), BC	 fireball	3 seconds
20031031	20031031	 Vancouver (Canada), BC	 disk	15 minutes
20031031	20031104	 Vancouver (Canada), BC	 disk	10-15 minutes
20030822	20031023	 Vancouver (Canada), BC	 flash	1 second
20031029	20031029	 Vancouver (Canada), BC	 light	seconds
20031019	20031020	 Vancouver (Canada), BC	 light	3 seconds
19991030	20040126	 Vancouver (Canada), BC	 unknown	quite some time
20031225	20031231	 Vancouver (Canada), BC	 triangle	1-3 minutes
20010714	20040328	 Vancouver (Canada), BC	 light	
20040331	20040331	 Vancouver (Canada), BC	 light	
20010615	20040320	 Vancouver (Canada), BC	 light	1 minute
20040424	20040430	 Vancouver (Canada), BC	 other	Varies
20040428	20040430	 Vancouver (Canada), BC	 light	15 minutes for all.
20040505	20040506	 Vancouver (Canada), BC	 unknown	10 seconds
20040602	20040605	 Vancouver (Canada), BC		30 seconds
19970201	20040826	 Vancouver (Canada), BC	 unknown	10 minutes
20040713	20040714	 Vancouver (Canada), BC	 other	2 min
20041027	20041028	 Vancouver (Canada), BC	 unknown	60 seconds
20041218	20041218	 Vancouver (Canada), BC	 flash	1 second
20041222	20041228	 Vancouver (Canada), BC	 cigar	2 minutes
20010829	20050224	 Vancouver (Canada), BC	 cylinder	30 minutes
20050411	20050411	 Vancouver (Canada), BC	 light	4 mins
20050419	20050419	 Vancouver (Canada), BC	 fireball	2 seconds
20050725	20050729	 Vancouver (Canada), BC	 formation	23:00
20050907	20050907	 Vancouver (Canada), BC	 cigar	3 Minutes
20050923	20050924	 Vancouver (Canada), BC	 triangle	10 seconds
20060312	20060312	 Vancouver (Canada), BC	 light	30 seconds
20060404	20060405	 Vancouver (Canada), BC	 triangle	2 hrs
20060804	20060805	 Vancouver (Canada), BC	 light	30 sec
20060808	20060808	 Vancouver (Canada), BC	 light	2 seconds
20060903	20060904	 Vancouver (Canada), BC	 oval	1 minute
20061031	20061031	 Vancouver (Canada), BC	 other	At least one hour
19640510	20070312	 Vancouver (Canada), BC		15 minutes
20070822	20070823	 Vancouver (Canada), BC	 formation	1 hour
20070911	20070923	 Vancouver (Canada), BC	 formation	5 minutes
20070801	20071026	 Vancouver (Canada), BC	 circle	15-20 sec
19691115	20071020	 Vancouver (Canada), BC	 sphere	7 hours
20071229	20071230	 Vancouver (Canada), BC	 other	1.5 seconds
20080416	20080416	 Vancouver (Canada), BC	 other	10 minutes
20080412	20080414	 Vancouver (Canada), BC	 sphere	5- 8 min
19960612	20080327	 Vancouver (Canada), BC	 disk	2-5 mins
19730615	20080515	 Vancouver (Canada), BC	 disk	3.5 minutes
20080622	20080623	 Vancouver (Canada), BC	 oval	30 secs
20090721	20090721	 Vancouver (Canada), BC	 circle	10 Min
20090927	20091006	 Vancouver (Canada), BC		
20091113	20091114	 Vancouver (Canada), BC	 fireball	15 secounds
20091113	20091115	 Vancouver (Canada), BC	 fireball	15 seconds
20100619	20100619	 Vancouver (Canada), BC	 light	10 minutes
20100724	20100725	 Vancouver (Canada), BC	 light	10 minutes
20070814	20100712	 Vancouver (Canada), BC	 other	1 MIN
20100808	20100809	 Vancouver (Canada), BC	 egg	10 minutes
20031031	20050227	 Vancouver (Maple Ridge) (Canada), BC	 other	2-5 Minutes
20050419	20050421	 Vancouver (near, Camas), WA	 disk	3.5 hrs. +
20021014	20021014	 Vancouver (north of), WA		several minutes
19981026	19981027	 Vancouver (watching from field at barn), WA	 fireball	15 seconds
19980422	19980825	 Vancouver (western sky over), moving north to south., WA	 light	5 seconds
20020910	20020912	 Vancouver Island (Canada), BC	 other	4 secs
19870615	20000308	 Vancouver Island (over, viewed by me and others) (Canada), BC	 formation	2-3 hours
19730915	20030816	 Vancouver Island (rural) (Canada), BC		7 hours
20030430	20030430	 Vancouver, BC	 triangle	1 hr
19950222	19950222	 Vancouver, WA		4 sec.
19950209	19950220	 Vancouver, WA		
19950209	19950209	 Vancouver, WA		
19951019	19951019	 Vancouver, WA		
